;PC Software:StarLab Version 3.93 Build 2
! ******* Warning: Do not modify this file. Changes may prevent   ********
! ******* the StarLab Log reader from opening the file correctly. ********
;Logged:05/05/2026 at 15:27:12
;File Version:5
;Time Resolution:1 microseconds
;Log Settings:Stop after:period: 00:10:00
;Graph Mode:Merge
;Graph Type:Line
;Notes:                                                            

;Channel A:Vega Thermopile 3A-P-V1 (s/n:619511)  VG2.54 (s/n:798746)

;Channel A:Details
;Name:3A-P-V1
;Graph Color:RGB(14,104,168)
;Units:W
;Settings:Measuring:Power
;Settings:Laser:>800
;Settings:Range:3.00mW

;Channel A:Statistics
;Min:2.739mW             
;Max:2.821mW             
;Average:2.783mW             
;Std.Dev.:16.36uW             
;Overrange:0                   
;--------------------


;First Pulse Arrived : 05/05/2026 at 15:27:13
  Timestamp   	  Channel A  	
         0.000	  2.817e-03 	
         0.064	  2.818e-03 	
         0.127	  2.818e-03 	
         0.192	  2.818e-03 	
         0.256	  2.818e-03 	
         0.320	  2.818e-03 	
         0.384	  2.818e-03 	
         0.447	  2.819e-03 	
         0.512	  2.819e-03 	
         0.575	  2.819e-03 	
         0.640	  2.819e-03 	
         0.704	  2.820e-03 	
         0.768	  2.820e-03 	
         0.831	  2.820e-03 	
         0.896	  2.820e-03 	
         0.960	  2.820e-03 	
         1.024	  2.820e-03 	
         1.088	  2.820e-03 	
         1.152	  2.820e-03 	
         1.215	  2.820e-03 	
         1.280	  2.820e-03 	
         1.344	  2.820e-03 	
         1.439	  2.820e-03 	
         1.504	  2.820e-03 	
         1.567	  2.820e-03 	
         1.631	  2.820e-03 	
         1.696	  2.820e-03 	
         1.760	  2.820e-03 	
         1.823	  2.820e-03 	
         1.888	  2.821e-03 	
         1.952	  2.821e-03 	
         2.015	  2.821e-03 	
         2.080	  2.821e-03 	
         2.144	  2.821e-03 	
         2.240	  2.821e-03 	
         2.304	  2.821e-03 	
         2.368	  2.821e-03 	
         2.431	  2.821e-03 	
         2.496	  2.821e-03 	
         2.560	  2.821e-03 	
         2.624	  2.821e-03 	
         2.688	  2.821e-03 	
         2.752	  2.821e-03 	
         2.816	  2.821e-03 	
         2.880	  2.821e-03 	
         2.944	  2.821e-03 	
         3.040	  2.821e-03 	
         3.104	  2.821e-03 	
         3.168	  2.821e-03 	
         3.232	  2.821e-03 	
         3.296	  2.821e-03 	
         3.360	  2.821e-03 	
         3.423	  2.821e-03 	
         3.488	  2.821e-03 	
         3.552	  2.821e-03 	
         3.616	  2.821e-03 	
         3.680	  2.821e-03 	
         3.744	  2.820e-03 	
         3.840	  2.820e-03 	
         3.904	  2.820e-03 	
         3.968	  2.820e-03 	
         4.032	  2.820e-03 	
         4.096	  2.820e-03 	
         4.160	  2.820e-03 	
         4.224	  2.820e-03 	
         4.288	  2.820e-03 	
         4.352	  2.819e-03 	
