;PC Software:StarLab Version 3.93 Build 2
! ******* Warning: Do not modify this file. Changes may prevent   ********
! ******* the StarLab Log reader from opening the file correctly. ********
;Logged:09/06/2026 at 13:44:28
;File Version:5
;Time Resolution:1 microseconds
;Log Settings:Stop after:period: 00:10:00
;Log Settings:Sample:of period: 00:00:01
;Graph Mode:Merge
;Graph Type:Line
;Notes:                                                            

;Channel A:Vega Thermopile 3A-P-V1 (s/n:619511)  VG2.54 (s/n:660405)

;Channel A:Details
;Name:3A-P-V1
;Graph Color:RGB(14,104,168)
;Units:W
;Settings:Measuring:Power
;Settings:Laser:>800
;Settings:Range:3.00mW

;Channel A:Statistics
;Min:2.654mW             
;Max:2.709mW             
;Average:2.675mW             
;Std.Dev.:11.58uW             
;Overrange:0                   
;--------------------


;First Pulse Arrived : 09/06/2026 at 13:44:28
  Timestamp   	  Channel A  	
         0.000	  2.672e-03 	
         1.056	  2.673e-03 	
         2.080	  2.668e-03 	
         3.009	  2.662e-03 	
         4.000	  2.664e-03 	
         5.056	  2.669e-03 	
         6.081	  2.677e-03 	
         7.009	  2.686e-03 	
         8.000	  2.687e-03 	
         9.057	  2.681e-03 	
        10.080	  2.679e-03 	
        11.008	  2.678e-03 	
        12.000	  2.677e-03 	
        13.057	  2.678e-03 	
        14.048	  2.678e-03 	
        15.008	  2.681e-03 	
        16.000	  2.684e-03 	
        17.057	  2.684e-03 	
        18.048	  2.681e-03 	
        19.008	  2.675e-03 	
        20.000	  2.672e-03 	
        21.057	  2.671e-03 	
        22.048	  2.681e-03 	
        23.009	  2.691e-03 	
        24.000	  2.687e-03 	
        25.056	  2.678e-03 	
        26.048	  2.672e-03 	
        27.008	  2.680e-03 	
        28.000	  2.685e-03 	
        29.057	  2.675e-03 	
        30.048	  2.672e-03 	
        31.008	  2.668e-03 	
        32.000	  2.664e-03 	
        33.056	  2.662e-03 	
        34.049	  2.661e-03 	
        35.009	  2.662e-03 	
        36.000	  2.661e-03 	
        37.056	  2.664e-03 	
        38.048	  2.664e-03 	
        39.072	  2.664e-03 	
        40.000	  2.665e-03 	
        41.056	  2.664e-03 	
        42.048	  2.665e-03 	
        43.072	  2.666e-03 	
        44.000	  2.665e-03 	
        45.056	  2.661e-03 	
        46.049	  2.659e-03 	
        47.073	  2.657e-03 	
        48.000	  2.655e-03 	
        49.056	  2.655e-03 	
        50.048	  2.655e-03 	
        51.040	  2.656e-03 	
        52.000	  2.656e-03 	
        53.057	  2.656e-03 	
        54.048	  2.656e-03 	
        55.040	  2.657e-03 	
        56.000	  2.657e-03 	
        57.057	  2.657e-03 	
        58.048	  2.658e-03 	
        59.040	  2.658e-03 	
        60.000	  2.658e-03 	
        61.056	  2.658e-03 	
        62.048	  2.659e-03 	
        63.040	  2.659e-03 	
        64.001	  2.660e-03 	
        65.056	  2.660e-03 	
        66.048	  2.661e-03 	
        67.040	  2.661e-03 	
        68.000	  2.662e-03 	
        69.056	  2.661e-03 	
        70.048	  2.662e-03 	
