;PC Software:StarLab Version 3.93 Build 2
! ******* Warning: Do not modify this file. Changes may prevent   ********
! ******* the StarLab Log reader from opening the file correctly. ********
;Logged:05/05/2026 at 15:42:56
;File Version:5
;Time Resolution:1 microseconds
;Log Settings:Stop after:period: 00:10:00
;Graph Mode:Merge
;Graph Type:Line
;Notes:                                                            

;Channel A:Vega Thermopile 3A-P-V1 (s/n:619511)  VG2.54 (s/n:798746)

;Channel A:Details
;Name:3A-P-V1
;Graph Color:RGB(14,104,168)
;Units:W
;Settings:Measuring:Power
;Settings:Laser:>800
;Settings:Range:3.00mW

;Channel A:Statistics
;Min:1.132mW             
;Max:1.269mW             
;Average:1.199mW             
;Std.Dev.:29.67uW             
;Overrange:0                   
;--------------------


;First Pulse Arrived : 05/05/2026 at 15:42:56
  Timestamp   	  Channel A  	
         0.000	  1.133e-03 	
         0.063	  1.133e-03 	
         0.128	  1.133e-03 	
         0.192	  1.133e-03 	
         0.255	  1.133e-03 	
         0.320	  1.134e-03 	
         0.384	  1.134e-03 	
         0.448	  1.134e-03 	
         0.512	  1.135e-03 	
         0.576	  1.135e-03 	
         0.640	  1.136e-03 	
         0.704	  1.137e-03 	
         0.768	  1.138e-03 	
         0.832	  1.139e-03 	
         0.896	  1.140e-03 	
         0.960	  1.142e-03 	
         1.024	  1.144e-03 	
         1.088	  1.145e-03 	
         1.152	  1.147e-03 	
         1.216	  1.149e-03 	
         1.280	  1.151e-03 	
         1.344	  1.153e-03 	
         1.408	  1.155e-03 	
         1.472	  1.157e-03 	
         1.536	  1.159e-03 	
         1.600	  1.161e-03 	
         1.696	  1.163e-03 	
         1.760	  1.165e-03 	
         1.824	  1.167e-03 	
         1.888	  1.168e-03 	
         1.952	  1.170e-03 	
         2.016	  1.171e-03 	
         2.080	  1.172e-03 	
         2.145	  1.173e-03 	
         2.208	  1.174e-03 	
         2.272	  1.174e-03 	
         2.336	  1.174e-03 	
         2.400	  1.174e-03 	
         2.464	  1.174e-03 	
         2.560	  1.174e-03 	
         2.625	  1.173e-03 	
         2.688	  1.172e-03 	
         2.752	  1.171e-03 	
         2.817	  1.169e-03 	
         2.880	  1.168e-03 	
         2.944	  1.167e-03 	
         3.008	  1.165e-03 	
         3.072	  1.164e-03 	
         3.136	  1.162e-03 	
         3.200	  1.160e-03 	
         3.264	  1.159e-03 	
         3.360	  1.157e-03 	
         3.424	  1.156e-03 	
         3.488	  1.154e-03 	
         3.552	  1.152e-03 	
         3.616	  1.151e-03 	
         3.679	  1.149e-03 	
         3.744	  1.148e-03 	
         3.808	  1.147e-03 	
         3.872	  1.145e-03 	
         3.937	  1.144e-03 	
         4.000	  1.143e-03 	
         4.064	  1.142e-03 	
         4.160	  1.141e-03 	
         4.224	  1.141e-03 	
         4.288	  1.140e-03 	
         4.352	  1.139e-03 	
         4.416	  1.138e-03 	
         4.480	  1.138e-03 	
         4.544	  1.137e-03 	
         4.608	  1.136e-03 	
         4.672	  1.136e-03 	
         4.735	  1.135e-03 	
         4.800	  1.135e-03 	
         4.864	  1.135e-03 	
         4.960	  1.134e-03 	
         5.024	  1.134e-03 	
         5.088	  1.134e-03 	
         5.152	  1.134e-03 	
         5.216	  1.134e-03 	
         5.280	  1.133e-03 	
         5.344	  1.133e-03 	
         5.408	  1.133e-03 	
         5.472	  1.133e-03 	
         5.536	  1.133e-03 	
         5.600	  1.132e-03 	
         5.664	  1.132e-03 	
         5.760	  1.132e-03 	
         5.824	  1.132e-03 	
         5.888	  1.132e-03 	
         5.952	  1.132e-03 	
         6.016	  1.132e-03 	
         6.080	  1.133e-03 	
         6.144	  1.133e-03 	
         6.208	  1.133e-03 	
         6.272	  1.134e-03 	
         6.336	  1.134e-03 	
         6.400	  1.135e-03 	
         6.464	  1.136e-03 	
         6.560	  1.136e-03 	
         6.624	  1.137e-03 	
         6.688	  1.138e-03 	
         6.752	  1.139e-03 	
         6.816	  1.141e-03 	
         6.880	  1.142e-03 	
         6.944	  1.143e-03 	
         7.008	  1.145e-03 	
         7.072	  1.147e-03 	
         7.136	  1.148e-03 	
         7.200	  1.150e-03 	
         7.264	  1.152e-03 	
         7.360	  1.154e-03 	
         7.424	  1.156e-03 	
         7.488	  1.158e-03 	
         7.552	  1.160e-03 	
         7.616	  1.162e-03 	
         7.680	  1.164e-03 	
         7.744	  1.166e-03 	
         7.808	  1.168e-03 	
         7.872	  1.169e-03 	
         7.936	  1.170e-03 	
         8.000	  1.172e-03 	
         8.064	  1.173e-03 	
         8.160	  1.174e-03 	
         8.224	  1.174e-03 	
         8.288	  1.175e-03 	
         8.352	  1.175e-03 	
         8.416	  1.175e-03 	
         8.480	  1.175e-03 	
         8.544	  1.174e-03 	
         8.608	  1.173e-03 	
         8.672	  1.173e-03 	
         8.736	  1.171e-03 	
         8.800	  1.170e-03 	
         8.864	  1.169e-03 	
         8.959	  1.167e-03 	
         9.024	  1.166e-03 	
         9.088	  1.164e-03 	
