;PC Software:StarLab Version 3.93 Build 2
! ******* Warning: Do not modify this file. Changes may prevent   ********
! ******* the StarLab Log reader from opening the file correctly. ********
;Logged:09/06/2026 at 15:04:12
;File Version:5
;Time Resolution:1 microseconds
;Log Settings:Stop after:period: 00:10:00
;Log Settings:Sample:of period: 00:00:01
;Graph Mode:Merge
;Graph Type:Line
;Notes:                                                            

;Channel A:Vega Thermopile 3A-P-V1 (s/n:619511)  VG2.54 (s/n:660405)

;Channel A:Details
;Name:3A-P-V1
;Graph Color:RGB(14,104,168)
;Units:W
;Settings:Measuring:Power
;Settings:Laser:>800
;Settings:Range:3.00mW

;Channel A:Statistics
;Min:2.927mW             
;Max:3.026mW             
;Average:2.972mW             
;Std.Dev.:20.38uW             
;Overrange:0                   
;--------------------


;First Pulse Arrived : 09/06/2026 at 15:04:12
  Timestamp   	  Channel A  	
         0.000	  3.010e-03 	
         1.025	  3.004e-03 	
         2.016	  2.985e-03 	
         3.008	  2.980e-03 	
         4.032	  2.979e-03 	
         5.024	  2.965e-03 	
         6.015	  2.955e-03 	
         7.008	  2.949e-03 	
         8.032	  2.943e-03 	
         9.024	  2.936e-03 	
        10.016	  2.931e-03 	
        11.008	  2.927e-03 	
        12.032	  2.927e-03 	
        13.025	  2.928e-03 	
        14.017	  2.934e-03 	
        15.008	  2.941e-03 	
        16.032	  2.947e-03 	
        17.024	  2.953e-03 	
        18.016	  2.958e-03 	
        19.008	  2.962e-03 	
        20.032	  2.967e-03 	
        21.024	  2.970e-03 	
        22.015	  2.972e-03 	
        23.008	  2.974e-03 	
        24.032	  2.974e-03 	
        25.024	  2.974e-03 	
        26.016	  2.974e-03 	
        27.008	  2.973e-03 	
        28.032	  2.972e-03 	
        29.024	  2.971e-03 	
        30.016	  2.968e-03 	
        31.008	  2.968e-03 	
        32.000	  2.967e-03 	
        33.024	  2.966e-03 	
        34.016	  2.966e-03 	
        35.008	  2.967e-03 	
        36.000	  2.968e-03 	
        37.024	  2.968e-03 	
        38.016	  2.969e-03 	
        39.008	  2.971e-03 	
        40.001	  2.972e-03 	
        41.024	  2.973e-03 	
        42.016	  2.973e-03 	
        43.008	  2.974e-03 	
        44.000	  2.974e-03 	
        45.024	  2.974e-03 	
        46.016	  2.972e-03 	
        47.008	  2.970e-03 	
        48.000	  2.967e-03 	
        49.024	  2.963e-03 	
        50.016	  2.959e-03 	
        51.008	  2.953e-03 	
        52.000	  2.947e-03 	
        53.024	  2.941e-03 	
        54.017	  2.935e-03 	
        55.008	  2.931e-03 	
        56.000	  2.929e-03 	
        57.024	  2.929e-03 	
        58.016	  2.931e-03 	
        59.008	  2.936e-03 	
        60.000	  2.942e-03 	
        61.024	  2.948e-03 	
        62.016	  2.954e-03 	
        63.008	  2.960e-03 	
        64.000	  2.965e-03 	
        65.024	  2.968e-03 	
        66.015	  2.971e-03 	
        67.009	  2.973e-03 	
        68.000	  2.975e-03 	
