;PC Software:StarLab Version 3.93 Build 2
! ******* Warning: Do not modify this file. Changes may prevent   ********
! ******* the StarLab Log reader from opening the file correctly. ********
;Logged:05/05/2026 at 16:25:24
;File Version:5
;Time Resolution:1 microseconds
;Log Settings:Stop after:period: 00:10:00
;Graph Mode:Merge
;Graph Type:Line
;Notes:                                                            

;Channel A:Vega Thermopile 3A-P-V1 (s/n:619511)  VG2.54 (s/n:798746)

;Channel A:Details
;Name:3A-P-V1
;Graph Color:RGB(14,104,168)
;Units:W
;Settings:Measuring:Power
;Settings:Laser:>800
;Settings:Range:3.00mW

;Channel A:Statistics
;Min:2.895mW             
;Max:3.081mW             
;Average:3.004mW             
;Std.Dev.:43.79uW             
;Overrange:0                   
;--------------------


;First Pulse Arrived : 05/05/2026 at 16:25:24
  Timestamp   	  Channel A  	
         0.000	  2.903e-03 	
         0.063	  2.904e-03 	
         0.127	  2.905e-03 	
         0.191	  2.905e-03 	
         0.256	  2.906e-03 	
         0.319	  2.907e-03 	
         0.383	  2.908e-03 	
         0.447	  2.908e-03 	
         0.511	  2.909e-03 	
         0.576	  2.909e-03 	
         0.639	  2.909e-03 	
         0.704	  2.910e-03 	
         0.767	  2.910e-03 	
         0.831	  2.910e-03 	
         0.896	  2.909e-03 	
         0.959	  2.909e-03 	
         1.023	  2.909e-03 	
         1.088	  2.908e-03 	
         1.151	  2.907e-03 	
         1.216	  2.907e-03 	
         1.279	  2.906e-03 	
         1.343	  2.905e-03 	
         1.407	  2.904e-03 	
         1.471	  2.903e-03 	
         1.535	  2.902e-03 	
         1.599	  2.901e-03 	
         1.663	  2.900e-03 	
         1.727	  2.899e-03 	
         1.791	  2.898e-03 	
         1.855	  2.898e-03 	
         1.919	  2.897e-03 	
         1.984	  2.896e-03 	
         2.047	  2.896e-03 	
         2.143	  2.895e-03 	
         2.207	  2.895e-03 	
         2.272	  2.895e-03 	
         2.335	  2.895e-03 	
         2.400	  2.895e-03 	
         2.463	  2.896e-03 	
         2.527	  2.896e-03 	
         2.591	  2.897e-03 	
         2.655	  2.898e-03 	
         2.720	  2.899e-03 	
         2.783	  2.899e-03 	
         2.847	  2.900e-03 	
         2.911	  2.901e-03 	
         3.008	  2.902e-03 	
         3.072	  2.903e-03 	
         3.136	  2.904e-03 	
         3.200	  2.904e-03 	
         3.264	  2.905e-03 	
         3.328	  2.905e-03 	
         3.391	  2.905e-03 	
         3.455	  2.906e-03 	
         3.519	  2.906e-03 	
         3.584	  2.905e-03 	
         3.648	  2.905e-03 	
         3.711	  2.905e-03 	
         3.807	  2.904e-03 	
         3.871	  2.904e-03 	
         3.935	  2.904e-03 	
         3.999	  2.904e-03 	
         4.063	  2.903e-03 	
         4.127	  2.904e-03 	
         4.191	  2.904e-03 	
         4.255	  2.904e-03 	
         4.320	  2.904e-03 	
         4.384	  2.905e-03 	
         4.447	  2.906e-03 	
         4.511	  2.906e-03 	
         4.608	  2.907e-03 	
         4.671	  2.908e-03 	
         4.736	  2.908e-03 	
         4.800	  2.909e-03 	
         4.863	  2.910e-03 	
         4.927	  2.910e-03 	
         4.992	  2.911e-03 	
         5.056	  2.911e-03 	
         5.120	  2.912e-03 	
         5.184	  2.912e-03 	
         5.248	  2.912e-03 	
         5.312	  2.912e-03 	
         5.407	  2.911e-03 	
         5.472	  2.911e-03 	
         5.536	  2.910e-03 	
         5.600	  2.909e-03 	
         5.663	  2.909e-03 	
         5.728	  2.908e-03 	
         5.791	  2.907e-03 	
         5.855	  2.906e-03 	
         5.920	  2.905e-03 	
         5.984	  2.904e-03 	
         6.047	  2.903e-03 	
         6.112	  2.902e-03 	
         6.207	  2.901e-03 	
         6.271	  2.900e-03 	
         6.336	  2.899e-03 	
         6.399	  2.899e-03 	
         6.464	  2.898e-03 	
         6.527	  2.898e-03 	
         6.591	  2.897e-03 	
         6.655	  2.897e-03 	
         6.719	  2.897e-03 	
         6.784	  2.897e-03 	
         6.847	  2.898e-03 	
         6.911	  2.898e-03 	
         7.007	  2.898e-03 	
         7.071	  2.899e-03 	
         7.136	  2.900e-03 	
         7.199	  2.900e-03 	
         7.263	  2.901e-03 	
         7.328	  2.902e-03 	
         7.391	  2.903e-03 	
         7.456	  2.903e-03 	
         7.519	  2.904e-03 	
         7.584	  2.905e-03 	
         7.648	  2.905e-03 	
         7.711	  2.906e-03 	
         7.808	  2.906e-03 	
         7.871	  2.907e-03 	
         7.935	  2.907e-03 	
         7.999	  2.907e-03 	
         8.063	  2.907e-03 	
         8.127	  2.907e-03 	
         8.191	  2.907e-03 	
         8.255	  2.906e-03 	
         8.320	  2.906e-03 	
         8.383	  2.906e-03 	
         8.447	  2.906e-03 	
         8.511	  2.906e-03 	
         8.607	  2.906e-03 	
         8.671	  2.907e-03 	
         8.736	  2.907e-03 	
         8.799	  2.907e-03 	
         8.863	  2.908e-03 	
         8.927	  2.908e-03 	
         8.991	  2.909e-03 	
         9.055	  2.910e-03 	
         9.119	  2.911e-03 	
         9.184	  2.911e-03 	
         9.247	  2.912e-03 	
         9.311	  2.913e-03 	
         9.407	  2.913e-03 	
         9.471	  2.914e-03 	
         9.536	  2.914e-03 	
         9.599	  2.915e-03 	
         9.664	  2.915e-03 	
         9.728	  2.915e-03 	
         9.791	  2.915e-03 	
         9.856	  2.915e-03 	
         9.919	  2.915e-03 	
         9.983	  2.914e-03 	
        10.048	  2.914e-03 	
        10.111	  2.913e-03 	
        10.207	  2.912e-03 	
        10.271	  2.911e-03 	
        10.336	  2.910e-03 	
        10.400	  2.909e-03 	
        10.463	  2.908e-03 	
        10.527	  2.907e-03 	
        10.591	  2.906e-03 	
        10.656	  2.905e-03 	
        10.719	  2.904e-03 	
        10.784	  2.903e-03 	
        10.847	  2.903e-03 	
        10.911	  2.902e-03 	
        11.007	  2.901e-03 	
        11.071	  2.901e-03 	
        11.135	  2.900e-03 	
        11.199	  2.900e-03 	
        11.263	  2.900e-03 	
        11.327	  2.900e-03 	
        11.391	  2.901e-03 	
        11.455	  2.901e-03 	
        11.519	  2.902e-03 	
        11.583	  2.903e-03 	
        11.647	  2.903e-03 	
        11.711	  2.904e-03 	
        11.807	  2.905e-03 	
        11.871	  2.906e-03 	
        11.935	  2.907e-03 	
        11.999	  2.908e-03 	
        12.064	  2.909e-03 	
        12.127	  2.909e-03 	
        12.191	  2.910e-03 	
        12.255	  2.910e-03 	
        12.320	  2.911e-03 	
        12.383	  2.911e-03 	
        12.447	  2.911e-03 	
        12.511	  2.910e-03 	
        12.607	  2.910e-03 	
        12.672	  2.910e-03 	
        12.736	  2.909e-03 	
        12.799	  2.909e-03 	
        12.863	  2.908e-03 	
        12.928	  2.908e-03 	
        12.991	  2.908e-03 	
        13.055	  2.908e-03 	
        13.119	  2.908e-03 	
        13.184	  2.908e-03 	
        13.247	  2.909e-03 	
        13.311	  2.909e-03 	
        13.407	  2.910e-03 	
        13.471	  2.911e-03 	
        13.535	  2.911e-03 	
        13.599	  2.912e-03 	
        13.663	  2.913e-03 	
        13.727	  2.914e-03 	
        13.792	  2.914e-03 	
        13.855	  2.915e-03 	
        13.919	  2.916e-03 	
        13.983	  2.916e-03 	
        14.047	  2.917e-03 	
        14.111	  2.917e-03 	
        14.207	  2.918e-03 	
        14.271	  2.918e-03 	
        14.335	  2.918e-03 	
        14.399	  2.918e-03 	
        14.464	  2.918e-03 	
        14.528	  2.917e-03 	
        14.591	  2.917e-03 	
        14.655	  2.916e-03 	
        14.720	  2.915e-03 	
        14.783	  2.914e-03 	
        14.847	  2.913e-03 	
        14.911	  2.912e-03 	
        15.007	  2.911e-03 	
        15.071	  2.910e-03 	
        15.135	  2.909e-03 	
        15.199	  2.908e-03 	
        15.263	  2.907e-03 	
        15.327	  2.906e-03 	
        15.391	  2.905e-03 	
        15.456	  2.905e-03 	
        15.520	  2.904e-03 	
        15.583	  2.904e-03 	
        15.647	  2.903e-03 	
        15.711	  2.903e-03 	
        15.807	  2.903e-03 	
        15.872	  2.904e-03 	
        15.935	  2.904e-03 	
        15.999	  2.905e-03 	
        16.064	  2.905e-03 	
        16.127	  2.906e-03 	
        16.191	  2.907e-03 	
        16.255	  2.908e-03 	
        16.319	  2.909e-03 	
        16.384	  2.910e-03 	
        16.447	  2.911e-03 	
        16.511	  2.911e-03 	
        16.575	  2.912e-03 	
        16.671	  2.913e-03 	
        16.736	  2.914e-03 	
        16.799	  2.914e-03 	
        16.864	  2.914e-03 	
        16.927	  2.915e-03 	
        16.991	  2.915e-03 	
        17.055	  2.915e-03 	
        17.119	  2.915e-03 	
        17.183	  2.914e-03 	
        17.247	  2.914e-03 	
        17.311	  2.914e-03 	
        17.375	  2.914e-03 	
        17.471	  2.914e-03 	
        17.535	  2.914e-03 	
        17.599	  2.914e-03 	
        17.664	  2.913e-03 	
        17.727	  2.913e-03 	
        17.791	  2.914e-03 	
        17.855	  2.914e-03 	
        17.919	  2.914e-03 	
        17.983	  2.915e-03 	
        18.048	  2.916e-03 	
        18.111	  2.916e-03 	
        18.175	  2.917e-03 	
        18.271	  2.918e-03 	
        18.335	  2.919e-03 	
        18.400	  2.919e-03 	
        18.464	  2.920e-03 	
        18.527	  2.921e-03 	
        18.591	  2.921e-03 	
        18.655	  2.922e-03 	
        18.719	  2.922e-03 	
        18.783	  2.922e-03 	
        18.847	  2.922e-03 	
        18.911	  2.922e-03 	
        18.976	  2.922e-03 	
        19.071	  2.922e-03 	
        19.136	  2.922e-03 	
        19.199	  2.921e-03 	
        19.263	  2.920e-03 	
        19.327	  2.920e-03 	
        19.391	  2.919e-03 	
        19.455	  2.918e-03 	
        19.519	  2.917e-03 	
        19.583	  2.916e-03 	
        19.647	  2.915e-03 	
        19.711	  2.914e-03 	
        19.775	  2.913e-03 	
        19.871	  2.912e-03 	
        19.935	  2.911e-03 	
