Optical Parameter Monitor 7.0.5319.1035

Power Meter,PM100D
Power Meter SN,P0022241
Sensor,S401C
Sensor SN,1911562
Sensor Type,Thermopile
Wavelength,1030 nm
Range,Auto

Start of Measurement,5/27/2026 17:40:57
Elapsed Time,00:00:19:980
Samples,3454

--Statistics--
Minimum [W],0.0008454
Maximum [W],0.00086819
Mean [W],0.00085666
Standard Deviation [W],3.458E-06
Ratio,1.027 : 1

--Graph Data--
Time (ms),Power (W)
4126.832,0.00085594
4129.947,0.00085471
4158.893,0.00085569
4162.295,0.00085667
4165.275,0.00085496
4168.230,0.00085496
4171.286,0.00085569
4174.172,0.00085692
4177.145,0.00085667
4180.234,0.00085692
4184.076,0.00085814
4187.518,0.0008579
4190.440,0.00085814
4193.516,0.00085692
4196.522,0.00085692
4199.521,0.00085716
4202.600,0.00085594
4205.522,0.00085569
4208.525,0.00085839
4211.598,0.00085716
4214.523,0.00085741
4217.479,0.00085814
4220.463,0.00085667
4223.495,0.00085692
4226.467,0.00085643
4229.562,0.00085667
4259.400,0.00085741
4263.321,0.0008579
4266.562,0.00085618
4269.473,0.00085716
4272.590,0.00085765
4275.556,0.00085594
4278.562,0.00085545
4310.673,0.00085765
4314.615,0.00085716
4317.561,0.00085667
4320.600,0.00085667
4323.558,0.00085643
4326.523,0.0008579
4329.519,0.00085716
4359.076,0.00085398
4362.512,0.0008552
4366.186,0.00085643
4369.131,0.00085496
4372.228,0.00085569
4375.207,0.00085618
4378.203,0.00085569
4408.461,0.00085618
4412.108,0.00085741
4415.215,0.00085667
4418.126,0.00085716
4421.232,0.00085594
4424.539,0.00085618
4427.674,0.00085765
4430.450,0.00085692
4460.057,0.0008579
4463.616,0.00085839
4466.497,0.00085692
4469.482,0.0008579
4472.552,0.00085765
4475.545,0.00085741
4478.496,0.0008579
4484.461,0.00085765
4488.326,0.00085961
4491.389,0.00085937
4494.495,0.00085912
4497.497,0.00085594
4500.826,0.00085986
4503.878,0.00085839
4506.892,0.00085741
4509.895,0.00086035
4513.331,0.00085986
4516.205,0.00085643
4519.321,0.00085888
4522.339,0.00086059
4525.208,0.00085839
4528.210,0.00085986
4557.933,0.00085888
4561.601,0.0008579
4564.495,0.00085692
4567.497,0.00085741
4571.065,0.0008579
4574.214,0.00085765
4577.208,0.00085765
4580.605,0.00085814
4610.775,0.00085741
4613.897,0.00085937
4616.839,0.00085716
4620.192,0.00085643
4623.340,0.00085814
4626.529,0.00085667
4629.579,0.00085937
4659.080,0.00085716
4663.966,0.00085961
4666.833,0.00085912
4670.232,0.00085986
4673.229,0.00085863
4676.223,0.00085716
4679.609,0.00085888
4711.465,0.00085863
4714.809,0.0008579
4717.815,0.00085643
4721.049,0.00085912
4724.535,0.00085839
4727.547,0.00085986
4730.915,0.00085692
4760.368,0.00085937
4763.477,0.00085961
4766.588,0.00085741
4769.587,0.00085692
4772.692,0.00085667
4775.476,0.00085765
4778.560,0.00085765
4782.174,0.00085765
4786.178,0.00085863
4789.149,0.00085839
4792.261,0.00085765
4795.243,0.00085692
4798.214,0.00085692
4801.332,0.00085912
4804.136,0.00085814
4807.204,0.0008579
4810.212,0.00085765
4813.330,0.00085692
4817.014,0.00085765
4820.341,0.00085765
4823.556,0.00085692
4826.584,0.00085716
4829.554,0.0008579
4859.376,0.00085888
4863.225,0.00085692
4866.241,0.00085741
4869.377,0.00085692
4872.710,0.00085986
4876.017,0.00085888
4878.874,0.00085643
4911.020,0.00085667
4914.835,0.00085937
4917.866,0.00085643
4921.131,0.00085839
4924.201,0.00085839
4927.134,0.00085888
4930.640,0.0008579
4960.318,0.00085569
4963.994,0.00085618
4966.881,0.00085692
