z1_new_m	d2_new_long_m
5.000000e-03	2.643513e-04
5.010000e-03	2.642435e-04
5.020000e-03	2.641357e-04
5.030000e-03	2.640279e-04
5.040000e-03	2.639201e-04
5.050000e-03	2.638123e-04
5.060000e-03	2.637044e-04
5.070000e-03	2.635966e-04
5.080000e-03	2.634888e-04
5.090000e-03	2.633810e-04
5.100000e-03	2.632732e-04
5.110000e-03	2.631654e-04
5.120000e-03	2.630576e-04
5.130000e-03	2.629498e-04
5.140000e-03	2.628419e-04
5.150000e-03	2.627341e-04
5.160000e-03	2.626263e-04
5.170000e-03	2.625185e-04
5.180000e-03	2.624107e-04
5.190000e-03	2.623029e-04
5.200000e-03	2.621951e-04
5.210000e-03	2.620873e-04
5.220000e-03	2.619794e-04
5.230000e-03	2.618716e-04
5.240000e-03	2.617638e-04
5.250000e-03	2.616560e-04
5.260000e-03	2.615482e-04
5.270000e-03	2.614404e-04
5.280000e-03	2.613326e-04
5.290000e-03	2.612248e-04
5.300000e-03	2.611169e-04
5.310000e-03	2.610091e-04
5.320000e-03	2.609013e-04
5.330000e-03	2.607935e-04
5.340000e-03	2.606857e-04
5.350000e-03	2.605779e-04
5.360000e-03	2.604701e-04
5.370000e-03	2.603623e-04
5.380000e-03	2.602545e-04
5.390000e-03	2.601466e-04
5.400000e-03	2.600388e-04
5.410000e-03	2.599310e-04
5.420000e-03	2.598232e-04
5.430000e-03	2.597154e-04
5.440000e-03	2.596076e-04
5.450000e-03	2.594998e-04
5.460000e-03	2.593920e-04
5.470000e-03	2.592841e-04
5.480000e-03	2.591763e-04
5.490000e-03	2.590685e-04
5.500000e-03	2.589607e-04
5.510000e-03	2.588529e-04
5.520000e-03	2.587451e-04
5.530000e-03	2.586373e-04
5.540000e-03	2.585295e-04
5.550000e-03	2.584216e-04
5.560000e-03	2.583138e-04
5.570000e-03	2.582060e-04
5.580000e-03	2.580982e-04
5.590000e-03	2.579904e-04
5.600000e-03	2.578826e-04
5.610000e-03	2.577748e-04
5.620000e-03	2.576670e-04
5.630000e-03	2.575591e-04
5.640000e-03	2.574513e-04
5.650000e-03	2.573435e-04
5.660000e-03	2.572357e-04
5.670000e-03	2.571279e-04
5.680000e-03	2.570201e-04
5.690000e-03	2.569123e-04
5.700000e-03	2.568045e-04
5.710000e-03	2.566966e-04
5.720000e-03	2.565888e-04
5.730000e-03	2.564810e-04
5.740000e-03	2.563732e-04
5.750000e-03	2.562654e-04
5.760000e-03	2.561576e-04
5.770000e-03	2.560498e-04
5.780000e-03	2.559420e-04
5.790000e-03	2.558341e-04
5.800000e-03	2.557263e-04
5.810000e-03	2.556185e-04
5.820000e-03	2.555107e-04
5.830000e-03	2.554029e-04
5.840000e-03	2.552951e-04
5.850000e-03	2.551873e-04
5.860000e-03	2.550795e-04
