z1_new_m	d1_new_long_m
-4.000000e-03	3.390940e-04
-3.990000e-03	3.387169e-04
-3.980000e-03	3.383398e-04
-3.970000e-03	3.379627e-04
-3.960000e-03	3.375856e-04
-3.950000e-03	3.372084e-04
-3.940000e-03	3.368313e-04
-3.930000e-03	3.364542e-04
-3.920000e-03	3.360771e-04
-3.910000e-03	3.357000e-04
-3.900000e-03	3.353229e-04
-3.890000e-03	3.349458e-04
-3.880000e-03	3.345687e-04
-3.870000e-03	3.341916e-04
-3.860000e-03	3.338145e-04
-3.850000e-03	3.334374e-04
-3.840000e-03	3.330602e-04
-3.830000e-03	3.326831e-04
-3.820000e-03	3.323060e-04
-3.810000e-03	3.319289e-04
-3.800000e-03	3.315518e-04
-3.790000e-03	3.311747e-04
-3.780000e-03	3.307976e-04
-3.770000e-03	3.304205e-04
-3.760000e-03	3.300434e-04
-3.750000e-03	3.296663e-04
-3.740000e-03	3.292892e-04
-3.730000e-03	3.289120e-04
-3.720000e-03	3.285349e-04
-3.710000e-03	3.281578e-04
-3.700000e-03	3.277807e-04
-3.690000e-03	3.274036e-04
-3.680000e-03	3.270265e-04
-3.670000e-03	3.266494e-04
-3.660000e-03	3.262723e-04
-3.650000e-03	3.258952e-04
-3.640000e-03	3.255181e-04
-3.630000e-03	3.251409e-04
-3.620000e-03	3.247638e-04
-3.610000e-03	3.243867e-04
-3.600000e-03	3.240096e-04
-3.590000e-03	3.236325e-04
-3.580000e-03	3.232554e-04
-3.570000e-03	3.228783e-04
-3.560000e-03	3.225012e-04
-3.550000e-03	3.221241e-04
-3.540000e-03	3.217470e-04
-3.530000e-03	3.213699e-04
-3.520000e-03	3.209927e-04
-3.510000e-03	3.206156e-04
-3.500000e-03	3.202385e-04
-3.490000e-03	3.198614e-04
-3.480000e-03	3.194843e-04
-3.470000e-03	3.191072e-04
-3.460000e-03	3.187301e-04
-3.450000e-03	3.183530e-04
-3.440000e-03	3.179759e-04
-3.430000e-03	3.175988e-04
-3.420000e-03	3.172217e-04
-3.410000e-03	3.168445e-04
-3.400000e-03	3.164674e-04
-3.390000e-03	3.160903e-04
-3.380000e-03	3.157132e-04
-3.370000e-03	3.153361e-04
-3.360000e-03	3.149590e-04
-3.350000e-03	3.145819e-04
-3.340000e-03	3.142048e-04
-3.330000e-03	3.138277e-04
-3.320000e-03	3.134506e-04
-3.310000e-03	3.130734e-04
-3.300000e-03	3.126963e-04
-3.290000e-03	3.123192e-04
-3.280000e-03	3.119421e-04
-3.270000e-03	3.115650e-04
-3.260000e-03	3.111879e-04
-3.250000e-03	3.108108e-04
-3.240000e-03	3.104337e-04
-3.230000e-03	3.100566e-04
-3.220000e-03	3.096795e-04
-3.210000e-03	3.093024e-04
-3.200000e-03	3.089252e-04
-3.190000e-03	3.085481e-04
-3.180000e-03	3.081710e-04
-3.170000e-03	3.077939e-04
-3.160000e-03	3.074168e-04
-3.150000e-03	3.070397e-04
-3.140000e-03	3.066626e-04
-3.130000e-03	3.062855e-04
-3.120000e-03	3.059084e-04
-3.110000e-03	3.055313e-04
-3.100000e-03	3.051542e-04
-3.090000e-03	3.047770e-04
-3.080000e-03	3.043999e-04
-3.070000e-03	3.040228e-04
-3.060000e-03	3.036457e-04
-3.050000e-03	3.032686e-04
-3.040000e-03	3.028915e-04
-3.030000e-03	3.025144e-04
-3.020000e-03	3.021373e-04
-3.010000e-03	3.017602e-04
-3.000000e-03	3.013831e-04
-2.990000e-03	3.010174e-04
-2.980000e-03	3.006518e-04
-2.970000e-03	3.002861e-04
-2.960000e-03	2.999205e-04
-2.950000e-03	2.995548e-04
-2.940000e-03	2.991891e-04
-2.930000e-03	2.988235e-04
-2.920000e-03	2.984578e-04
-2.910000e-03	2.980922e-04
-2.900000e-03	2.977265e-04
-2.890000e-03	2.973609e-04
-2.880000e-03	2.969952e-04
-2.870000e-03	2.966296e-04
