z1_new_m	d1_new_long_m
-9.000000e-03	2.262082e-04
-8.990000e-03	2.260764e-04
-8.980000e-03	2.259446e-04
-8.970000e-03	2.258128e-04
-8.960000e-03	2.256810e-04
-8.950000e-03	2.255491e-04
-8.940000e-03	2.254173e-04
-8.930000e-03	2.252855e-04
-8.920000e-03	2.251537e-04
-8.910000e-03	2.250219e-04
-8.900000e-03	2.248901e-04
-8.890000e-03	2.247583e-04
-8.880000e-03	2.246264e-04
-8.870000e-03	2.244946e-04
-8.860000e-03	2.243628e-04
-8.850000e-03	2.242310e-04
-8.840000e-03	2.240992e-04
-8.830000e-03	2.239674e-04
-8.820000e-03	2.238356e-04
-8.810000e-03	2.237037e-04
-8.800000e-03	2.235719e-04
-8.790000e-03	2.234401e-04
-8.780000e-03	2.233083e-04
-8.770000e-03	2.231765e-04
-8.760000e-03	2.230447e-04
-8.750000e-03	2.229129e-04
-8.740000e-03	2.227810e-04
-8.730000e-03	2.226492e-04
-8.720000e-03	2.225174e-04
-8.710000e-03	2.223856e-04
-8.700000e-03	2.222538e-04
-8.690000e-03	2.221220e-04
-8.680000e-03	2.219902e-04
-8.670000e-03	2.218583e-04
-8.660000e-03	2.217265e-04
-8.650000e-03	2.215947e-04
-8.640000e-03	2.214629e-04
-8.630000e-03	2.213311e-04
-8.620000e-03	2.211993e-04
-8.610000e-03	2.210674e-04
-8.600000e-03	2.209356e-04
-8.590000e-03	2.208038e-04
-8.580000e-03	2.206720e-04
-8.570000e-03	2.205402e-04
-8.560000e-03	2.204084e-04
-8.550000e-03	2.202766e-04
-8.540000e-03	2.201447e-04
-8.530000e-03	2.200129e-04
-8.520000e-03	2.198811e-04
-8.510000e-03	2.197493e-04
-8.500000e-03	2.196175e-04
-8.490000e-03	2.194857e-04
-8.480000e-03	2.193539e-04
-8.470000e-03	2.192220e-04
-8.460000e-03	2.190902e-04
-8.450000e-03	2.189584e-04
-8.440000e-03	2.188266e-04
-8.430000e-03	2.186948e-04
-8.420000e-03	2.185630e-04
-8.410000e-03	2.184312e-04
-8.400000e-03	2.182993e-04
-8.390000e-03	2.181675e-04
-8.380000e-03	2.180357e-04
-8.370000e-03	2.179039e-04
-8.360000e-03	2.177721e-04
-8.350000e-03	2.176403e-04
