z1_new_m	d2_new_long_m
-9.000000e-03	2.446551e-04
-8.990000e-03	2.445292e-04
-8.980000e-03	2.444033e-04
-8.970000e-03	2.442774e-04
-8.960000e-03	2.441515e-04
-8.950000e-03	2.440255e-04
-8.940000e-03	2.438996e-04
-8.930000e-03	2.437737e-04
-8.920000e-03	2.436478e-04
-8.910000e-03	2.435218e-04
-8.900000e-03	2.433959e-04
-8.890000e-03	2.432700e-04
-8.880000e-03	2.431441e-04
-8.870000e-03	2.430182e-04
-8.860000e-03	2.428922e-04
-8.850000e-03	2.427663e-04
-8.840000e-03	2.426404e-04
-8.830000e-03	2.425145e-04
-8.820000e-03	2.423886e-04
-8.810000e-03	2.422626e-04
-8.800000e-03	2.421367e-04
-8.790000e-03	2.420108e-04
-8.780000e-03	2.418849e-04
-8.770000e-03	2.417590e-04
-8.760000e-03	2.416330e-04
-8.750000e-03	2.415071e-04
-8.740000e-03	2.413812e-04
-8.730000e-03	2.412553e-04
-8.720000e-03	2.411294e-04
-8.710000e-03	2.410034e-04
-8.700000e-03	2.408775e-04
-8.690000e-03	2.407516e-04
-8.680000e-03	2.406257e-04
-8.670000e-03	2.404998e-04
-8.660000e-03	2.403738e-04
-8.650000e-03	2.402479e-04
-8.640000e-03	2.401220e-04
-8.630000e-03	2.399961e-04
-8.620000e-03	2.398701e-04
-8.610000e-03	2.397442e-04
-8.600000e-03	2.396183e-04
-8.590000e-03	2.394924e-04
-8.580000e-03	2.393665e-04
-8.570000e-03	2.392405e-04
-8.560000e-03	2.391146e-04
-8.550000e-03	2.389887e-04
-8.540000e-03	2.388628e-04
-8.530000e-03	2.387369e-04
-8.520000e-03	2.386109e-04
-8.510000e-03	2.384850e-04
-8.500000e-03	2.383591e-04
-8.490000e-03	2.382332e-04
-8.480000e-03	2.381073e-04
-8.470000e-03	2.379813e-04
-8.460000e-03	2.378554e-04
-8.450000e-03	2.377295e-04
-8.440000e-03	2.376036e-04
-8.430000e-03	2.374777e-04
-8.420000e-03	2.373517e-04
-8.410000e-03	2.372258e-04
-8.400000e-03	2.370999e-04
-8.390000e-03	2.369740e-04
-8.380000e-03	2.368480e-04
-8.370000e-03	2.367221e-04
-8.360000e-03	2.365962e-04
-8.350000e-03	2.364703e-04
-8.340000e-03	2.363444e-04
-8.330000e-03	2.362184e-04
-8.320000e-03	2.360925e-04
-8.310000e-03	2.359666e-04
-8.300000e-03	2.358407e-04
-8.290000e-03	2.357148e-04
-8.280000e-03	2.355888e-04
-8.270000e-03	2.354629e-04
-8.260000e-03	2.353370e-04
-8.250000e-03	2.352111e-04
-8.240000e-03	2.350852e-04
-8.230000e-03	2.349592e-04
-8.220000e-03	2.348333e-04
-8.210000e-03	2.347074e-04
-8.200000e-03	2.345815e-04
-8.190000e-03	2.344556e-04
-8.180000e-03	2.343296e-04
-8.170000e-03	2.342037e-04
-8.160000e-03	2.340778e-04
-8.150000e-03	2.339519e-04
-8.140000e-03	2.338260e-04
-8.130000e-03	2.337000e-04
-8.120000e-03	2.335741e-04
-8.110000e-03	2.334482e-04
-8.100000e-03	2.333223e-04
-8.090000e-03	2.331963e-04
-8.080000e-03	2.330704e-04
-8.070000e-03	2.329445e-04
-8.060000e-03	2.328186e-04
-8.050000e-03	2.326927e-04
-8.040000e-03	2.325667e-04
-8.030000e-03	2.324408e-04
-8.020000e-03	2.323149e-04
-8.010000e-03	2.321890e-04
-8.000000e-03	2.320631e-04
-7.990000e-03	2.319377e-04
-7.980000e-03	2.318123e-04
-7.970000e-03	2.316870e-04
-7.960000e-03	2.315616e-04
-7.950000e-03	2.314363e-04
-7.940000e-03	2.313109e-04
-7.930000e-03	2.311855e-04
-7.920000e-03	2.310602e-04
-7.910000e-03	2.309348e-04
-7.900000e-03	2.308095e-04
-7.890000e-03	2.306841e-04
-7.880000e-03	2.305587e-04
-7.870000e-03	2.304334e-04
-7.860000e-03	2.303080e-04
-7.850000e-03	2.301827e-04
-7.840000e-03	2.300573e-04
-7.830000e-03	2.299319e-04
-7.820000e-03	2.298066e-04
-7.810000e-03	2.296812e-04
-7.800000e-03	2.295559e-04
-7.790000e-03	2.294305e-04
-7.780000e-03	2.293051e-04
-7.770000e-03	2.291798e-04
-7.760000e-03	2.290544e-04
-7.750000e-03	2.289291e-04
-7.740000e-03	2.288037e-04
-7.730000e-03	2.286783e-04
-7.720000e-03	2.285530e-04
-7.710000e-03	2.284276e-04
-7.700000e-03	2.283023e-04
-7.690000e-03	2.281769e-04
-7.680000e-03	2.280515e-04
-7.670000e-03	2.279262e-04
-7.660000e-03	2.278008e-04
-7.650000e-03	2.276754e-04
-7.640000e-03	2.275501e-04
-7.630000e-03	2.274247e-04
-7.620000e-03	2.272994e-04
-7.610000e-03	2.271740e-04
-7.600000e-03	2.270486e-04
-7.590000e-03	2.269233e-04
-7.580000e-03	2.267979e-04
-7.570000e-03	2.266726e-04
-7.560000e-03	2.265472e-04
-7.550000e-03	2.264218e-04
-7.540000e-03	2.262965e-04
-7.530000e-03	2.261711e-04
-7.520000e-03	2.260458e-04
-7.510000e-03	2.259204e-04
-7.500000e-03	2.257950e-04
-7.490000e-03	2.256697e-04
-7.480000e-03	2.255443e-04
-7.470000e-03	2.254190e-04
-7.460000e-03	2.252936e-04
-7.450000e-03	2.251682e-04
-7.440000e-03	2.250429e-04
-7.430000e-03	2.249175e-04
-7.420000e-03	2.247922e-04
-7.410000e-03	2.246668e-04
-7.400000e-03	2.245414e-04
-7.390000e-03	2.244161e-04
-7.380000e-03	2.242907e-04
-7.370000e-03	2.241654e-04
-7.360000e-03	2.240400e-04
-7.350000e-03	2.239146e-04
-7.340000e-03	2.237893e-04
-7.330000e-03	2.236639e-04
-7.320000e-03	2.235386e-04
-7.310000e-03	2.234132e-04
-7.300000e-03	2.232878e-04
-7.290000e-03	2.231625e-04
-7.280000e-03	2.230371e-04
-7.270000e-03	2.229118e-04
-7.260000e-03	2.227864e-04
-7.250000e-03	2.226610e-04
-7.240000e-03	2.225357e-04
-7.230000e-03	2.224103e-04
-7.220000e-03	2.222850e-04
-7.210000e-03	2.221596e-04
-7.200000e-03	2.220342e-04
-7.190000e-03	2.219089e-04
-7.180000e-03	2.217835e-04
-7.170000e-03	2.216582e-04
-7.160000e-03	2.215328e-04
-7.150000e-03	2.214074e-04
-7.140000e-03	2.212821e-04
-7.130000e-03	2.211567e-04
-7.120000e-03	2.210314e-04
-7.110000e-03	2.209060e-04
-7.100000e-03	2.207806e-04
-7.090000e-03	2.206553e-04
-7.080000e-03	2.205299e-04
-7.070000e-03	2.204045e-04
-7.060000e-03	2.202792e-04
-7.050000e-03	2.201538e-04
-7.040000e-03	2.200285e-04
-7.030000e-03	2.199031e-04
-7.020000e-03	2.197777e-04
-7.010000e-03	2.196524e-04
-7.000000e-03	2.195270e-04
-6.990000e-03	2.194023e-04
-6.980000e-03	2.192776e-04
-6.970000e-03	2.191529e-04
-6.960000e-03	2.190282e-04
-6.950000e-03	2.189035e-04
-6.940000e-03	2.187788e-04
-6.930000e-03	2.186541e-04
-6.920000e-03	2.185294e-04
-6.910000e-03	2.184047e-04
-6.900000e-03	2.182800e-04
-6.890000e-03	2.181553e-04
-6.880000e-03	2.180306e-04
-6.870000e-03	2.179059e-04
-6.860000e-03	2.177813e-04
-6.850000e-03	2.176566e-04
-6.840000e-03	2.175319e-04
-6.830000e-03	2.174072e-04
-6.820000e-03	2.172825e-04
-6.810000e-03	2.171578e-04
-6.800000e-03	2.170331e-04
-6.790000e-03	2.169084e-04
-6.780000e-03	2.167837e-04
-6.770000e-03	2.166590e-04
-6.760000e-03	2.165343e-04
-6.750000e-03	2.164096e-04
-6.740000e-03	2.162849e-04
-6.730000e-03	2.161602e-04
-6.720000e-03	2.160355e-04
-6.710000e-03	2.159108e-04
-6.700000e-03	2.157861e-04
-6.690000e-03	2.156614e-04
-6.680000e-03	2.155367e-04
-6.670000e-03	2.154120e-04
-6.660000e-03	2.152873e-04
-6.650000e-03	2.151626e-04
-6.640000e-03	2.150379e-04
-6.630000e-03	2.149132e-04
-6.620000e-03	2.147885e-04
-6.610000e-03	2.146638e-04
-6.600000e-03	2.145391e-04
-6.590000e-03	2.144144e-04
-6.580000e-03	2.142897e-04
-6.570000e-03	2.141650e-04
-6.560000e-03	2.140403e-04
-6.550000e-03	2.139156e-04
-6.540000e-03	2.137909e-04
-6.530000e-03	2.136662e-04
-6.520000e-03	2.135415e-04
-6.510000e-03	2.134168e-04
-6.500000e-03	2.132921e-04
-6.490000e-03	2.131674e-04
-6.480000e-03	2.130427e-04
-6.470000e-03	2.129180e-04
-6.460000e-03	2.127933e-04
-6.450000e-03	2.126686e-04
-6.440000e-03	2.125439e-04
-6.430000e-03	2.124192e-04
-6.420000e-03	2.122945e-04
-6.410000e-03	2.121698e-04
-6.400000e-03	2.120451e-04
-6.390000e-03	2.119204e-04
