uniphase	1507p	m2	measurement
translation	stage	mm	beam	x	mm	beam	y	mm
17.15	0.130	0.12
18.15	0.129	0.131
19.15	0.128	0.133
25.0	0.156	0.146
24.0	0.148	0.144
23.0	0.141	0.149
11.0	0.108	0.116
12.0	0.118	0.124
13.0	0.125	0.118
10.0	0.119	0.109
9.0	0.126	0.116
22.0	0.138	0.146
21.0	0.136	0.140
1.0	0.138	0.144
2.0	0.137	0.130
3.0	0.128	0.127
4.0	0.125	0.122
5.0	0.124	0.123
