13.25	0.087000	0.123000
14.25	0.088000	0.122000
15.25	0.085000	0.120000
16.25	0.088000	0.116000
17.25	0.091000	0.114000
25.00	0.145000	0.179000
24.00	0.141000	0.166000
23.00	0.125000	0.158000
22.00	0.110000	0.154000
21.00	0.111000	0.142000
5.00	0.146000	0.184000
4.00	0.160000	0.188000
3.00	0.170000	0.198000
2.00	0.166000	0.199000
1.00	0.168000	0.213000
