Arrays for d1:
z1_new (m)	 d1_new_long (m)
2.070000e-03	9.035124e-05
2.080000e-03	9.035124e-05
2.090000e-03	9.035124e-05
2.100000e-03	9.035124e-05
2.110000e-03	9.035124e-05
2.120000e-03	9.035124e-05
2.130000e-03	9.035124e-05
2.140000e-03	9.035124e-05
2.150000e-03	9.035124e-05
2.160000e-03	9.035124e-05
2.170000e-03	9.035124e-05
2.180000e-03	9.035124e-05
2.190000e-03	9.035124e-05
2.200000e-03	9.035124e-05
2.210000e-03	9.035124e-05
2.220000e-03	9.035124e-05
2.230000e-03	9.035124e-05
2.240000e-03	9.035124e-05
2.250000e-03	9.035124e-05
2.260000e-03	9.035124e-05
2.270000e-03	9.035124e-05
2.280000e-03	9.035124e-05
2.290000e-03	9.035124e-05
2.300000e-03	9.035124e-05
2.310000e-03	9.035124e-05
2.320000e-03	9.035124e-05
2.330000e-03	9.035124e-05
2.340000e-03	9.035124e-05
2.350000e-03	9.035124e-05
2.360000e-03	9.035124e-05
2.370000e-03	9.035124e-05
2.380000e-03	9.035124e-05
2.390000e-03	9.035124e-05
2.400000e-03	9.035124e-05
2.410000e-03	9.035124e-05
2.420000e-03	9.035124e-05
2.430000e-03	9.035124e-05
2.440000e-03	9.035124e-05
2.450000e-03	9.035124e-05
2.460000e-03	9.035124e-05
2.470000e-03	9.035124e-05
2.480000e-03	9.035124e-05
2.490000e-03	9.035124e-05
2.500000e-03	9.035124e-05
2.510000e-03	9.035124e-05
2.520000e-03	9.035124e-05
2.530000e-03	9.035124e-05
2.540000e-03	9.035124e-05
2.550000e-03	9.035124e-05
2.560000e-03	9.035124e-05
2.570000e-03	9.035124e-05
2.580000e-03	9.035124e-05
2.590000e-03	9.035124e-05
2.600000e-03	9.035124e-05
2.610000e-03	9.035124e-05
2.620000e-03	9.035124e-05
2.630000e-03	9.035124e-05
2.640000e-03	9.035124e-05
2.650000e-03	9.035124e-05
2.660000e-03	9.035124e-05
2.670000e-03	9.035124e-05
2.680000e-03	9.035124e-05
2.690000e-03	9.035124e-05
2.700000e-03	9.035124e-05
2.710000e-03	9.035124e-05
2.720000e-03	9.035124e-05
2.730000e-03	9.035124e-05
2.740000e-03	9.035124e-05
2.750000e-03	9.035124e-05
2.760000e-03	9.035124e-05
2.770000e-03	9.035124e-05
2.780000e-03	9.035124e-05
2.790000e-03	9.035124e-05
2.800000e-03	9.035124e-05
2.810000e-03	9.035124e-05
2.820000e-03	9.035124e-05
2.830000e-03	9.035124e-05
2.840000e-03	9.035124e-05
2.850000e-03	9.035124e-05
2.860000e-03	9.035124e-05
2.870000e-03	9.035124e-05
2.880000e-03	9.035124e-05
2.890000e-03	9.035124e-05
2.900000e-03	9.035124e-05
2.910000e-03	9.035124e-05
2.920000e-03	9.035124e-05
2.930000e-03	9.035124e-05
2.940000e-03	9.035124e-05
2.950000e-03	9.035124e-05
2.960000e-03	9.035124e-05
2.970000e-03	9.035124e-05
2.980000e-03	9.035124e-05
2.990000e-03	9.035124e-05
3.000000e-03	9.035124e-05
3.010000e-03	9.035124e-05
3.020000e-03	9.035124e-05
3.030000e-03	9.035124e-05
3.040000e-03	9.035124e-05
3.050000e-03	9.035124e-05
3.060000e-03	9.035124e-05
3.070000e-03	9.035124e-05
3.080000e-03	9.035124e-05
3.090000e-03	9.035124e-05
3.100000e-03	9.035124e-05
3.110000e-03	9.035124e-05
3.120000e-03	9.035124e-05
3.130000e-03	9.035124e-05
3.140000e-03	9.035124e-05
3.150000e-03	9.035124e-05
3.160000e-03	9.035124e-05
3.170000e-03	9.035124e-05
3.180000e-03	9.035124e-05
3.190000e-03	9.035124e-05
3.200000e-03	9.035124e-05
3.210000e-03	9.035124e-05
3.220000e-03	9.035124e-05
3.230000e-03	9.035124e-05
3.240000e-03	9.035124e-05
3.250000e-03	9.035124e-05
3.260000e-03	9.035124e-05
3.270000e-03	9.035124e-05
3.280000e-03	9.035124e-05
3.290000e-03	9.035124e-05
3.300000e-03	9.035124e-05
3.310000e-03	9.035124e-05
3.320000e-03	9.035124e-05
3.330000e-03	9.035124e-05
3.340000e-03	9.035124e-05
3.350000e-03	9.035124e-05
3.360000e-03	9.035124e-05
3.370000e-03	9.035124e-05
3.380000e-03	9.035124e-05
3.390000e-03	9.035124e-05
3.400000e-03	9.035124e-05
3.410000e-03	9.035124e-05
3.420000e-03	9.035124e-05
3.430000e-03	9.035124e-05
3.440000e-03	9.035124e-05
3.450000e-03	9.035124e-05
3.460000e-03	9.035124e-05
3.470000e-03	9.035124e-05
3.480000e-03	9.035124e-05
3.490000e-03	9.035124e-05
3.500000e-03	9.035124e-05
3.510000e-03	9.035124e-05
3.520000e-03	9.035124e-05
3.530000e-03	9.035124e-05
3.540000e-03	9.035124e-05
3.550000e-03	9.035124e-05
3.560000e-03	9.035124e-05
3.570000e-03	9.035124e-05
3.580000e-03	9.035124e-05
3.590000e-03	9.035124e-05
3.600000e-03	9.035124e-05
3.610000e-03	9.035124e-05
3.620000e-03	9.035124e-05
3.630000e-03	9.035124e-05
3.640000e-03	9.035124e-05
3.650000e-03	9.035124e-05
3.660000e-03	9.035124e-05
3.670000e-03	9.035124e-05
3.680000e-03	9.035124e-05
3.690000e-03	9.035124e-05
3.700000e-03	9.035124e-05
3.710000e-03	9.035124e-05
3.720000e-03	9.035124e-05
3.730000e-03	9.035124e-05
3.740000e-03	9.035124e-05
3.750000e-03	9.035124e-05
3.760000e-03	9.035124e-05
3.770000e-03	9.035124e-05
3.780000e-03	9.035124e-05
3.790000e-03	9.035124e-05
3.800000e-03	9.035124e-05
3.810000e-03	9.035124e-05
3.820000e-03	9.035124e-05
3.830000e-03	9.035124e-05
3.840000e-03	9.035124e-05
3.850000e-03	9.035124e-05
3.860000e-03	9.035124e-05
3.870000e-03	9.035124e-05
3.880000e-03	9.035124e-05
3.890000e-03	9.035124e-05
3.900000e-03	9.035124e-05
3.910000e-03	9.035124e-05
3.920000e-03	9.035124e-05
3.930000e-03	9.035124e-05
3.940000e-03	9.035124e-05
3.950000e-03	9.035124e-05
3.960000e-03	9.035124e-05
3.970000e-03	9.035124e-05
3.980000e-03	9.035124e-05
3.990000e-03	9.035124e-05
4.000000e-03	9.035124e-05
4.010000e-03	9.035124e-05
4.020000e-03	9.035124e-05
4.030000e-03	9.035124e-05
4.040000e-03	9.035124e-05
4.050000e-03	9.035124e-05
4.060000e-03	9.035124e-05
4.070000e-03	9.035124e-05
4.080000e-03	9.035124e-05
4.090000e-03	9.035124e-05
4.100000e-03	9.035124e-05
4.110000e-03	9.035124e-05
4.120000e-03	9.035124e-05
4.130000e-03	9.035124e-05
4.140000e-03	9.035124e-05
4.150000e-03	9.035124e-05
4.160000e-03	9.035124e-05
4.170000e-03	9.035124e-05
4.180000e-03	9.035124e-05
4.190000e-03	9.035124e-05
4.200000e-03	9.035124e-05
4.210000e-03	9.035124e-05
4.220000e-03	9.035124e-05
4.230000e-03	9.035124e-05
4.240000e-03	9.035124e-05
4.250000e-03	9.035124e-05
4.260000e-03	9.035124e-05
4.270000e-03	9.035124e-05
4.280000e-03	9.035124e-05
4.290000e-03	9.035124e-05
4.300000e-03	9.035124e-05
4.310000e-03	9.035124e-05
4.320000e-03	9.035124e-05
4.330000e-03	9.035124e-05
4.340000e-03	9.035124e-05
4.350000e-03	9.035124e-05
4.360000e-03	9.035124e-05
4.370000e-03	9.035124e-05
4.380000e-03	9.035124e-05
4.390000e-03	9.035124e-05
4.400000e-03	9.035124e-05
4.410000e-03	9.035124e-05
4.420000e-03	9.035124e-05
4.430000e-03	9.035124e-05
4.440000e-03	9.035124e-05
4.450000e-03	9.035124e-05
4.460000e-03	9.035124e-05
4.470000e-03	9.035124e-05
4.480000e-03	9.035124e-05
4.490000e-03	9.035124e-05
4.500000e-03	9.035124e-05
4.510000e-03	9.035124e-05
4.520000e-03	9.035124e-05
4.530000e-03	9.035124e-05
4.540000e-03	9.035124e-05
4.550000e-03	9.035124e-05
4.560000e-03	9.035124e-05
4.570000e-03	9.035124e-05
4.580000e-03	9.035124e-05
4.590000e-03	9.035124e-05
4.600000e-03	9.035124e-05
4.610000e-03	9.035124e-05
4.620000e-03	9.035124e-05
4.630000e-03	9.035124e-05
4.640000e-03	9.035124e-05
4.650000e-03	9.035124e-05
4.660000e-03	9.035124e-05
4.670000e-03	9.035124e-05
4.680000e-03	9.035124e-05
4.690000e-03	9.035124e-05
4.700000e-03	9.035124e-05
4.710000e-03	9.035124e-05
4.720000e-03	9.035124e-05
4.730000e-03	9.035124e-05
4.740000e-03	9.035124e-05
4.750000e-03	9.035124e-05
4.760000e-03	9.035124e-05
4.770000e-03	9.035124e-05
4.780000e-03	9.035124e-05
4.790000e-03	9.035124e-05
4.800000e-03	9.035124e-05
4.810000e-03	9.035124e-05
4.820000e-03	9.035124e-05
4.830000e-03	9.035124e-05
4.840000e-03	9.035124e-05
4.850000e-03	9.035124e-05
4.860000e-03	9.035124e-05
4.870000e-03	9.035124e-05
4.880000e-03	9.035124e-05
4.890000e-03	9.035124e-05
4.900000e-03	9.035124e-05
4.910000e-03	9.035124e-05
4.920000e-03	9.035124e-05
4.930000e-03	9.035124e-05
4.940000e-03	9.035124e-05
4.950000e-03	9.035124e-05
4.960000e-03	9.035124e-05
4.970000e-03	9.035124e-05
4.980000e-03	9.035124e-05
4.990000e-03	9.035124e-05
5.000000e-03	9.035124e-05
5.010000e-03	9.035124e-05
5.020000e-03	9.035124e-05
5.030000e-03	9.035124e-05
5.040000e-03	9.035124e-05
5.050000e-03	9.035124e-05
5.060000e-03	9.035124e-05
5.070000e-03	9.035124e-05
5.080000e-03	9.035124e-05
5.090000e-03	9.035124e-05
5.100000e-03	9.035124e-05
5.110000e-03	9.035124e-05
5.120000e-03	9.035124e-05
5.130000e-03	9.035124e-05
5.140000e-03	9.035124e-05
5.150000e-03	9.035124e-05
5.160000e-03	9.035124e-05
5.170000e-03	9.035124e-05
5.180000e-03	9.035124e-05
5.190000e-03	9.035124e-05
5.200000e-03	9.035124e-05
5.210000e-03	9.035124e-05
5.220000e-03	9.035124e-05
5.230000e-03	9.035124e-05
5.240000e-03	9.035124e-05
5.250000e-03	9.035124e-05
5.260000e-03	9.035124e-05
5.270000e-03	9.035124e-05
5.280000e-03	9.035124e-05
5.290000e-03	9.035124e-05
5.300000e-03	9.035124e-05
5.310000e-03	9.035124e-05
5.320000e-03	9.035124e-05
5.330000e-03	9.035124e-05
5.340000e-03	9.035124e-05
5.350000e-03	9.035124e-05
5.360000e-03	9.035124e-05
5.370000e-03	9.035124e-05
5.380000e-03	9.035124e-05
5.390000e-03	9.035124e-05
5.400000e-03	9.035124e-05
5.410000e-03	9.035124e-05
5.420000e-03	9.035124e-05
5.430000e-03	9.035124e-05
5.440000e-03	9.035124e-05
5.450000e-03	9.035124e-05
5.460000e-03	9.035124e-05
5.470000e-03	9.035124e-05
5.480000e-03	9.035124e-05
5.490000e-03	9.035124e-05
5.500000e-03	9.035124e-05
5.510000e-03	9.035124e-05
5.520000e-03	9.035124e-05
5.530000e-03	9.035124e-05
5.540000e-03	9.035124e-05
5.550000e-03	9.035124e-05
5.560000e-03	9.035124e-05
5.570000e-03	9.035124e-05
5.580000e-03	9.035124e-05
5.590000e-03	9.035124e-05
5.600000e-03	9.035124e-05
5.610000e-03	9.035124e-05
5.620000e-03	9.035124e-05
5.630000e-03	9.035124e-05
5.640000e-03	9.035124e-05
5.650000e-03	9.035124e-05
5.660000e-03	9.035124e-05
5.670000e-03	9.035124e-05
5.680000e-03	9.035124e-05
5.690000e-03	9.035124e-05
5.700000e-03	9.035124e-05
5.710000e-03	9.035124e-05
5.720000e-03	9.035124e-05
5.730000e-03	9.035124e-05
5.740000e-03	9.035124e-05
5.750000e-03	9.035124e-05
5.760000e-03	9.035124e-05
5.770000e-03	9.035124e-05
5.780000e-03	9.035124e-05
5.790000e-03	9.035124e-05
5.800000e-03	9.035124e-05
5.810000e-03	9.035124e-05
5.820000e-03	9.035124e-05
5.830000e-03	9.035124e-05
5.840000e-03	9.035124e-05
5.850000e-03	9.035124e-05
5.860000e-03	9.035124e-05
5.870000e-03	9.035124e-05
5.880000e-03	9.035124e-05
5.890000e-03	9.035124e-05
5.900000e-03	9.035124e-05
5.910000e-03	9.035124e-05
5.920000e-03	9.035124e-05
5.930000e-03	9.035124e-05
5.940000e-03	9.035124e-05
5.950000e-03	9.035124e-05
5.960000e-03	9.035124e-05
5.970000e-03	9.035124e-05
5.980000e-03	9.035124e-05
5.990000e-03	9.035124e-05
6.000000e-03	9.035124e-05
6.010000e-03	9.035124e-05
6.020000e-03	9.035124e-05
6.030000e-03	9.035124e-05
6.040000e-03	9.035124e-05
6.050000e-03	9.035124e-05
6.060000e-03	9.035124e-05
6.070000e-03	9.035124e-05
6.080000e-03	9.035124e-05
6.090000e-03	9.035124e-05
6.100000e-03	9.035124e-05
6.110000e-03	9.035124e-05
6.120000e-03	9.035124e-05
6.130000e-03	9.035124e-05
6.140000e-03	9.035124e-05
6.150000e-03	9.035124e-05
6.160000e-03	9.035124e-05
6.170000e-03	9.035124e-05
6.180000e-03	9.035124e-05
6.190000e-03	9.035124e-05
6.200000e-03	9.035124e-05
6.210000e-03	9.035124e-05
6.220000e-03	9.035124e-05
6.230000e-03	9.035124e-05
6.240000e-03	9.035124e-05
6.250000e-03	9.035124e-05
6.260000e-03	9.035124e-05
6.270000e-03	9.035124e-05
6.280000e-03	9.035124e-05
6.290000e-03	9.035124e-05
6.300000e-03	9.035124e-05
6.310000e-03	9.035124e-05
6.320000e-03	9.035124e-05
6.330000e-03	9.035124e-05
6.340000e-03	9.035124e-05
6.350000e-03	9.035124e-05
6.360000e-03	9.035124e-05
6.370000e-03	9.035124e-05
6.380000e-03	9.035124e-05
6.390000e-03	9.035124e-05
6.400000e-03	9.035124e-05
6.410000e-03	9.035124e-05
6.420000e-03	9.035124e-05
6.430000e-03	9.035124e-05
6.440000e-03	9.035124e-05
6.450000e-03	9.035124e-05
6.460000e-03	9.035124e-05
6.470000e-03	9.035124e-05
6.480000e-03	9.035124e-05
6.490000e-03	9.035124e-05
6.500000e-03	9.035124e-05
6.510000e-03	9.035124e-05
6.520000e-03	9.035124e-05
6.530000e-03	9.035124e-05
6.540000e-03	9.035124e-05
6.550000e-03	9.035124e-05
6.560000e-03	9.035124e-05
6.570000e-03	9.035124e-05
6.580000e-03	9.035124e-05
6.590000e-03	9.035124e-05
6.600000e-03	9.035124e-05
6.610000e-03	9.035124e-05
6.620000e-03	9.035124e-05
6.630000e-03	9.035124e-05
6.640000e-03	9.035124e-05
6.650000e-03	9.035124e-05
6.660000e-03	9.035124e-05
6.670000e-03	9.035124e-05
6.680000e-03	9.035124e-05
6.690000e-03	9.035124e-05
6.700000e-03	9.035124e-05
6.710000e-03	9.035124e-05
6.720000e-03	9.035124e-05
6.730000e-03	9.035124e-05
6.740000e-03	9.035124e-05
6.750000e-03	9.035124e-05
6.760000e-03	9.035124e-05
6.770000e-03	9.035124e-05
6.780000e-03	9.035124e-05
6.790000e-03	9.035124e-05
6.800000e-03	9.035124e-05
6.810000e-03	9.035124e-05
6.820000e-03	9.035124e-05
6.830000e-03	9.035124e-05
6.840000e-03	9.035124e-05
6.850000e-03	9.035124e-05
6.860000e-03	9.035124e-05
6.870000e-03	9.035124e-05
6.880000e-03	9.035124e-05
6.890000e-03	9.035124e-05
6.900000e-03	9.035124e-05
6.910000e-03	9.035124e-05
6.920000e-03	9.035124e-05
6.930000e-03	9.035124e-05
6.940000e-03	9.035124e-05
6.950000e-03	9.035124e-05
6.960000e-03	9.035124e-05
6.970000e-03	9.035124e-05
6.980000e-03	9.035124e-05
6.990000e-03	9.035124e-05
7.000000e-03	9.035124e-05
7.010000e-03	9.035124e-05
7.020000e-03	9.035124e-05
7.030000e-03	9.035124e-05
7.040000e-03	9.035124e-05
7.050000e-03	9.035124e-05
7.060000e-03	9.035124e-05
7.070000e-03	9.035124e-05
7.080000e-03	9.035124e-05
7.090000e-03	9.035124e-05
7.100000e-03	9.035124e-05
7.110000e-03	9.035124e-05
7.120000e-03	9.035124e-05
7.130000e-03	9.035124e-05
7.140000e-03	9.035124e-05
7.150000e-03	9.035124e-05
7.160000e-03	9.035124e-05
7.170000e-03	9.035124e-05
7.180000e-03	9.035124e-05
7.190000e-03	9.035124e-05
7.200000e-03	9.035124e-05
7.210000e-03	9.035124e-05
7.220000e-03	9.035124e-05
7.230000e-03	9.035124e-05
7.240000e-03	9.035124e-05
7.250000e-03	9.035124e-05
7.260000e-03	9.035124e-05
7.270000e-03	9.035124e-05
7.280000e-03	9.035124e-05
7.290000e-03	9.035124e-05
7.300000e-03	9.035124e-05
7.310000e-03	9.035124e-05
7.320000e-03	9.035124e-05
7.330000e-03	9.035124e-05
7.340000e-03	9.035124e-05
7.350000e-03	9.035124e-05
7.360000e-03	9.035124e-05
7.370000e-03	9.035124e-05
7.380000e-03	9.035124e-05
7.390000e-03	9.035124e-05
7.400000e-03	9.035124e-05
7.410000e-03	9.035124e-05
7.420000e-03	9.035124e-05
